KataID|Language|KataName|NumPart,icipants|Animal|Path|StartDate|secsInKata|TotalLights|RedLights|GreenLights|AmberLights|ConsecutiveReds|SLOC|testSLOC|productionSLOC|EditedLines|TotalTests|TotalRunTests|RunTestFails|CCNum|BranchCoverage|StatementCoverage|NumCycles|EndsInGreen|LightData|JsonCycles
FD38A4930E|Java-1.8_JUnit|100_doors|1|moose|/home/hugh/cyberdojo/katas/FD/38A4930E/moose/|2014-03-07 16:44:06 -0800|144.0|2|1|1|0|0|15|10|5|2|1|1|1|NA|1.000000|1.000000|0|1|~{red:0:0:0:32.0}~{green:2:2:0:112.0}|[]
FDBB9C7AB9|C-assert|Calc_Stats|1|snake|/home/hugh/cyberdojo/katas/FD/BB9C7AB9/snake/|2014-06-18 13:22:04 -0700|531.0|11|3|1|7|0|19|0|0|10|1|0|NA|NA|NA|NA|0|0|~{red:0:0:0:23.0}~{red:0:0:0:5.0}~{red:0:0:0:27.0}~{green:2:2:0:15.0}~{amber:2:2:0:81.0}~{amber:0:0:0:18.0}~{amber:0:0:0:13.0}~{amber:0:0:0:73.0}~{amber:0:0:0:68.0}~{amber:3:0:3:127.0}~{amber:3:0:3:81.0}|[]
FDA28D0BDF|C#-NUnit|100_doors|2|raccoon|/home/hugh/cyberdojo/katas/FD/A28D0BDF/raccoon/|2014-05-02 18:20:26 -0700|19.0|2|1|1|0|1|19|0|0|2|1|0|NA|NA|NA|NA|1|1|+{red:0:0:0:0}+{green:2:0:2:19.0}|[{"lights":[{"color":"red","totalEdits":0,"testEdits":0,"codeEdits":0,"time":0},{"color":"green","totalEdits":2,"testEdits":0,"codeEdits":2,"time":19.0}],"totalCycleEdits":2,"totalCycleTestEdits":0,"totalCycleCodeEdits":2,"cycleTestChanges":0,"cycleCodeChanges":2,"totalCycleTime":19.0}]
FDAF24F04F|Java-1.8_JUnit|Number_Chains|1|lion|/home/hugh/cyberdojo/katas/FD/AF24F04F/lion/|2014-07-15 12:21:52 -0700|930.0|8|3|0|5|0|15|10|5|32|1|3|3|NA|1.000000|1.000000|0|0|~{red:0:0:0:16.0}~{amber:6:2:4:97.0}~{amber:4:2:2:19.0}~{amber:2:2:0:33.0}~{amber:10:8:2:293.0}~{amber:2:2:0:44.0}~{red:4:0:4:53.0}~{red:4:2:2:375.0}|[]
FD445875CF|C#-NUnit|Fizz_Buzz|3|raccoon|/home/hugh/cyberdojo/katas/FD/445875CF/raccoon/|2014-07-24 23:32:31 -0700|369.0|3|1|2|0|1|17|0|0|8|1|0|NA|NA|NA|NA|1|1|+{red:0:0:0:39.0}+{green:2:0:2:179.0}~{green:6:2:4:151.0}|[{"lights":[{"color":"red","totalEdits":0,"testEdits":0,"codeEdits":0,"time":39.0},{"color":"green","totalEdits":2,"testEdits":0,"codeEdits":2,"time":179.0}],"totalCycleEdits":2,"totalCycleTestEdits":0,"totalCycleCodeEdits":2,"cycleTestChanges":0,"cycleCodeChanges":2,"totalCycleTime":218.0}]
FD39F62264|C#-NUnit|Fizz_Buzz|2|wolf|/home/hugh/cyberdojo/katas/FD/39F62264/wolf/|2012-12-05 23:39:31 -0800|955.0|6|0|3|3|0|80|0|0|120|4|0|NA|NA|NA|NA|0|1|~{amber:42:12:30:329.0}~{amber:3:0:3:84.0}~{green:2:0:2:22.0}~{amber:64:64:0:239.0}~{green:1:1:0:38.0}~{green:8:8:0:243.0}|[]
FD83F7F456|Python-unittest|Prime_Factors|1|wolf|/home/hugh/cyberdojo/katas/FD/83F7F456/wolf/|2013-10-17 08:41:22 -0700|292.0|5|1|2|2|1|12|0|0|12|1|0|NA|3|NA|1.0|1|1|+{red:0:0:0:10.0}+{green:2:0:2:139.0}~{amber:4:2:2:96.0}~{amber:4:2:2:24.0}~{green:2:0:2:23.0}|[{"lights":[{"color":"red","totalEdits":0,"testEdits":0,"codeEdits":0,"time":10.0},{"color":"green","totalEdits":2,"testEdits":0,"codeEdits":2,"time":139.0}],"totalCycleEdits":2,"totalCycleTestEdits":0,"totalCycleCodeEdits":2,"cycleTestChanges":0,"cycleCodeChanges":2,"totalCycleTime":149.0}]
FD8348D084|PHP-PHPUnit|Anagrams|1|gorilla|/home/hugh/cyberdojo/katas/FD/8348D084/gorilla/|2014-06-19 10:57:30 -0700|50.0|3|2|1|0|2|16|0|0|2|1|0|NA|NA|NA|NA|1|1|+{red:0:0:0:11.0}+{red:0:0:0:25.0}+{green:2:0:2:14.0}|[{"lights":[{"color":"red","totalEdits":0,"testEdits":0,"codeEdits":0,"time":11.0},{"color":"red","totalEdits":0,"testEdits":0,"codeEdits":0,"time":25.0},{"color":"green","totalEdits":2,"testEdits":0,"codeEdits":2,"time":14.0}],"totalCycleEdits":2,"totalCycleTestEdits":0,"totalCycleCodeEdits":2,"cycleTestChanges":0,"cycleCodeChanges":2,"totalCycleTime":50.0}]
FDF334087D|C#-NUnit|100_doors|1|frog|/home/hugh/cyberdojo/katas/FD/F334087D/frog/|2014-06-16 09:00:03 -0700|193.0|3|1|1|1|1|13|0|0|14|0|0|NA|NA|NA|NA|1|1|+{red:0:0:0:14.0}+{amber:13:7:6:164.0}+{green:1:0:1:15.0}|[{"lights":[{"color":"red","totalEdits":0,"testEdits":0,"codeEdits":0,"time":14.0},{"color":"amber","totalEdits":13,"testEdits":7,"codeEdits":6,"time":164.0},{"color":"green","totalEdits":1,"testEdits":0,"codeEdits":1,"time":15.0}],"totalCycleEdits":14,"totalCycleTestEdits":7,"totalCycleCodeEdits":7,"cycleTestChanges":7,"cycleCodeChanges":5,"totalCycleTime":193.0}]
FCEFDA56E0|C#-NUnit|Print_Diamond|1|koala|/home/hugh/cyberdojo/katas/FC/EFDA56E0/koala/|2014-06-04 13:53:45 -0700|110.0|2|2|0|0|0|19|0|0|0|1|0|NA|NA|NA|NA|0|0|~{red:0:0:0:57.0}~{red:0:0:0:53.0}|[]
FEFC6DEE8B|Java-1.8_JUnit|Reverse_Roman|1|frog|/home/hugh/cyberdojo/katas/FE/FC6DEE8B/frog/|2014-07-07 08:44:01 -0700|2913.0|30|5|22|3|2|214|154|60|357|25|53|11|NA|0.961538|0.947368|3|1|+{red:0:0:0:14.0}+{amber:14:6:8:113.0}+{green:2:0:2:26.0}~{green:12:7:5:94.0}~{green:9:7:2:46.0}~{green:9:7:2:50.0}~{green:9:7:2:34.0}~{green:18:14:4:57.0}+{red:45:7:38:125.0}+{amber:14:0:14:67.0}+{green:14:0:14:41.0}~{green:7:7:0:22.0}~{green:7:7:0:29.0}+{red:13:7:6:201.0}+{amber:12:0:12:108.0}+{red:2:0:2:38.0}+{green:2:0:2:139.0}~{green:9:7:2:80.0}~{green:24:14:10:100.0}~{green:14:14:0:76.0}~{green:24:14:10:100.0}~{green:14:14:0:52.0}~{green:7:7:0:75.0}~{red:7:7:0:82.0}~{green:2:2:0:13.0}~{green:6:6:0:39.0}~{green:7:7:0:39.0}~{green:6:6:0:45.0}~{green:12:0:12:283.0}~{green:36:0:36:725.0}|[{"lights":[{"color":"red","totalEdits":0,"testEdits":0,"codeEdits":0,"time":14.0},{"color":"amber","totalEdits":14,"testEdits":6,"codeEdits":8,"time":113.0},{"color":"green","totalEdits":2,"testEdits":0,"codeEdits":2,"time":26.0}],"totalCycleEdits":16,"totalCycleTestEdits":6,"totalCycleCodeEdits":10,"cycleTestChanges":6,"cycleCodeChanges":10,"totalCycleTime":153.0},{"lights":[{"color":"red","totalEdits":45,"testEdits":7,"codeEdits":38,"time":125.0},{"color":"amber","totalEdits":14,"testEdits":0,"codeEdits":14,"time":67.0},{"color":"green","totalEdits":14,"testEdits":0,"codeEdits":14,"time":41.0}],"totalCycleEdits":73,"totalCycleTestEdits":7,"totalCycleCodeEdits":66,"cycleTestChanges":7,"cycleCodeChanges":38,"totalCycleTime":233.0},{"lights":[{"color":"red","totalEdits":13,"testEdits":7,"codeEdits":6,"time":201.0},{"color":"amber","totalEdits":12,"testEdits":0,"codeEdits":12,"time":108.0},{"color":"red","totalEdits":2,"testEdits":0,"codeEdits":2,"time":38.0},{"color":"green","totalEdits":2,"testEdits":0,"codeEdits":2,"time":139.0}],"totalCycleEdits":29,"totalCycleTestEdits":7,"totalCycleCodeEdits":22,"cycleTestChanges":7,"cycleCodeChanges":12,"totalCycleTime":486.0}]
FDE2B032F6|C++-GoogleTest|Game_of_Life|1|frog|/home/hugh/cyberdojo/katas/FD/E2B032F6/frog/|2014-08-03 17:55:25 -0700|1214.0|7|2|2|3|2|24|0|0|32|1|0|NA|NA|NA|NA|1|0|+{red:0:0:0:13.0}+{red:0:0:0:47.0}+{amber:11:7:4:238.0}+{green:5:3:2:28.0}~{green:0:0:0:80.0}~{amber:16:9:7:643.0}~{amber:0:0:0:165.0}|[{"lights":[{"color":"red","totalEdits":0,"testEdits":0,"codeEdits":0,"time":13.0},{"color":"red","totalEdits":0,"testEdits":0,"codeEdits":0,"time":47.0},{"color":"amber","totalEdits":11,"testEdits":7,"codeEdits":4,"time":238.0},{"color":"green","totalEdits":5,"testEdits":3,"codeEdits":2,"time":28.0}],"totalCycleEdits":16,"totalCycleTestEdits":10,"totalCycleCodeEdits":6,"cycleTestChanges":4,"cycleCodeChanges":6,"totalCycleTime":326.0}]
FDDCFF829C|C#-NUnit|Print_Diamond|1|alligator|/home/hugh/cyberdojo/katas/FD/DCFF829C/alligator/|2013-11-21 23:53:13 -0800|2205.0|22|1|0|21|0|135|0|0|432|1|0|NA|NA|NA|NA|0|0|~{red:0:0:0:31.0}~{amber:128:4:124:351.0}~{amber:6:0:6:61.0}~{amber:69:0:69:0}~{amber:8:0:8:195.0}~{amber:3:0:3:279.0}~{amber:2:0:2:60.0}~{amber:2:0:2:18.0}~{amber:1:0:1:0}~{amber:4:0:4:104.0}~{amber:2:0:2:21.0}~{amber:2:0:2:11.0}~{amber:15:0:15:0}~{amber:6:0:6:310.0}~{amber:84:0:84:0}~{amber:79:0:79:405.0}~{amber:2:0:2:27.0}~{amber:1:0:1:22.0}~{amber:2:0:2:18.0}~{amber:0:0:0:26.0}~{amber:6:0:6:155.0}~{amber:10:0:10:111.0}|[]
FD50F6EE73|Javascript-assert|Fizz_Buzz|1|gorilla|/home/hugh/cyberdojo/katas/FD/50F6EE73/gorilla/|2013-10-26 05:30:01 -0700|723.0|16|9|5|2|4|15|0|0|33|4|0|NA|NA|NA|NA|5|0|+{red:0:0:0:9.0}+{green:2:0:2:63.0}+{red:2:2:0:65.0}+{red:4:0:4:18.0}+{green:2:2:0:24.0}+{red:2:2:0:32.0}+{green:1:0:1:20.0}+{red:2:2:0:22.0}+{green:1:0:1:34.0}+{red:2:2:0:32.0}+{amber:5:0:5:134.0}+{red:4:0:4:109.0}+{red:2:0:2:21.0}+{red:0:0:0:10.0}+{green:1:0:1:34.0}~{amber:3:2:1:96.0}|[{"lights":[{"color":"red","totalEdits":0,"testEdits":0,"codeEdits":0,"time":9.0},{"color":"green","totalEdits":2,"testEdits":0,"codeEdits":2,"time":63.0}],"totalCycleEdits":2,"totalCycleTestEdits":0,"totalCycleCodeEdits":2,"cycleTestChanges":0,"cycleCodeChanges":2,"totalCycleTime":72.0},{"lights":[{"color":"red","totalEdits":2,"testEdits":2,"codeEdits":0,"time":65.0},{"color":"red","totalEdits":4,"testEdits":0,"codeEdits":4,"time":18.0},{"color":"green","totalEdits":2,"testEdits":2,"codeEdits":0,"time":24.0}],"totalCycleEdits":8,"totalCycleTestEdits":4,"totalCycleCodeEdits":4,"cycleTestChanges":2,"cycleCodeChanges":4,"totalCycleTime":107.0},{"lights":[{"color":"red","totalEdits":2,"testEdits":2,"codeEdits":0,"time":32.0},{"color":"green","totalEdits":1,"testEdits":0,"codeEdits":1,"time":20.0}],"totalCycleEdits":3,"totalCycleTestEdits":2,"totalCycleCodeEdits":1,"cycleTestChanges":2,"cycleCodeChanges":1,"totalCycleTime":52.0},{"lights":[{"color":"red","totalEdits":2,"testEdits":2,"codeEdits":0,"time":22.0},{"color":"green","totalEdits":1,"testEdits":0,"codeEdits":1,"time":34.0}],"totalCycleEdits":3,"totalCycleTestEdits":2,"totalCycleCodeEdits":1,"cycleTestChanges":2,"cycleCodeChanges":1,"totalCycleTime":56.0},{"lights":[{"color":"red","totalEdits":2,"testEdits":2,"codeEdits":0,"time":32.0},{"color":"amber","totalEdits":5,"testEdits":0,"codeEdits":5,"time":134.0},{"color":"red","totalEdits":4,"testEdits":0,"codeEdits":4,"time":109.0},{"color":"red","totalEdits":2,"testEdits":0,"codeEdits":2,"time":21.0},{"color":"red","totalEdits":0,"testEdits":0,"codeEdits":0,"time":10.0},{"color":"green","totalEdits":1,"testEdits":0,"codeEdits":1,"time":34.0}],"totalCycleEdits":14,"totalCycleTestEdits":2,"totalCycleCodeEdits":12,"cycleTestChanges":2,"cycleCodeChanges":8,"totalCycleTime":340.0}]
FE84E268D7|C#-NUnit|Fizz_Buzz|1|panda|/home/hugh/cyberdojo/katas/FE/84E268D7/panda/|2012-11-15 19:14:57 -0800|2948.0|40|7|16|17|3|107|0|0|248|7|0|NA|NA|NA|NA|4|1|+{red:17:4:13:245.0}+{green:2:0:2:30.0}~{amber:12:7:5:205.0}~{green:6:0:6:55.0}+{red:8:8:0:41.0}+{green:5:0:5:36.0}~{amber:12:7:5:117.0}~{green:2:0:2:65.0}~{green:12:7:5:115.0}+{red:25:7:18:212.0}+{green:2:2:0:55.0}~{amber:10:10:0:81.0}~{amber:2:2:0:24.0}~{green:10:10:0:21.0}~{green:5:5:0:48.0}~{green:8:8:0:50.0}+{amber:19:14:5:147.0}+{amber:2:0:2:45.0}+{amber:1:0:1:14.0}+{amber:2:0:2:13.0}+{amber:2:0:2:111.0}+{amber:2:2:0:14.0}+{red:2:2:0:23.0}+{amber:4:4:0:79.0}+{amber:2:2:0:16.0}+{amber:2:2:0:30.0}+{amber:3:3:0:63.0}+{red:3:3:0:21.0}+{red:2:2:0:27.0}+{green:2:2:0:34.0}~{red:6:6:0:29.0}~{green:2:2:0:20.0}~{green:3:3:0:16.0}~{amber:19:6:13:334.0}~{green:2:0:2:22.0}~{green:7:7:0:99.0}~{amber:11:11:0:186.0}~{amber:2:2:0:58.0}~{green:4:4:0:38.0}~{green:6:6:0:109.0}|[{"lights":[{"color":"red","totalEdits":17,"testEdits":4,"codeEdits":13,"time":245.0},{"color":"green","totalEdits":2,"testEdits":0,"codeEdits":2,"time":30.0}],"totalCycleEdits":19,"totalCycleTestEdits":4,"totalCycleCodeEdits":15,"cycleTestChanges":4,"cycleCodeChanges":13,"totalCycleTime":275.0},{"lights":[{"color":"red","totalEdits":8,"testEdits":8,"codeEdits":0,"time":41.0},{"color":"green","totalEdits":5,"testEdits":0,"codeEdits":5,"time":36.0}],"totalCycleEdits":13,"totalCycleTestEdits":8,"totalCycleCodeEdits":5,"cycleTestChanges":8,"cycleCodeChanges":5,"totalCycleTime":77.0},{"lights":[{"color":"red","totalEdits":25,"testEdits":7,"codeEdits":18,"time":212.0},{"color":"green","totalEdits":2,"testEdits":2,"codeEdits":0,"time":55.0}],"totalCycleEdits":27,"totalCycleTestEdits":9,"totalCycleCodeEdits":18,"cycleTestChanges":7,"cycleCodeChanges":18,"totalCycleTime":267.0},{"lights":[{"color":"amber","totalEdits":19,"testEdits":14,"codeEdits":5,"time":147.0},{"color":"amber","totalEdits":2,"testEdits":0,"codeEdits":2,"time":45.0},{"color":"amber","totalEdits":1,"testEdits":0,"codeEdits":1,"time":14.0},{"color":"amber","totalEdits":2,"testEdits":0,"codeEdits":2,"time":13.0},{"color":"amber","totalEdits":2,"testEdits":0,"codeEdits":2,"time":111.0},{"color":"amber","totalEdits":2,"testEdits":2,"codeEdits":0,"time":14.0},{"color":"red","totalEdits":2,"testEdits":2,"codeEdits":0,"time":23.0},{"color":"amber","totalEdits":4,"testEdits":4,"codeEdits":0,"time":79.0},{"color":"amber","totalEdits":2,"testEdits":2,"codeEdits":0,"time":16.0},{"color":"amber","totalEdits":2,"testEdits":2,"codeEdits":0,"time":30.0},{"color":"amber","totalEdits":3,"testEdits":3,"codeEdits":0,"time":63.0},{"color":"red","totalEdits":3,"testEdits":3,"codeEdits":0,"time":21.0},{"color":"red","totalEdits":2,"testEdits":2,"codeEdits":0,"time":27.0},{"color":"green","totalEdits":2,"testEdits":2,"codeEdits":0,"time":34.0}],"totalCycleEdits":48,"totalCycleTestEdits":36,"totalCycleCodeEdits":12,"cycleTestChanges":14,"cycleCodeChanges":4,"totalCycleTime":637.0}]
FD8B57B6FF|Python-pytest|Fizz_Buzz|1|wolf|/home/hugh/cyberdojo/katas/FD/8B57B6FF/wolf/|2014-04-25 19:32:48 -0700|961.0|11|6|5|0|2|33|0|0|47|4|0|NA|NA|NA|NA|5|1|+{red:0:0:0:7.0}+{red:10:5:5:419.0}+{green:2:0:2:15.0}+{red:1:1:0:17.0}+{green:2:0:2:76.0}+{red:8:8:0:94.0}+{green:3:0:3:106.0}+{red:8:8:0:61.0}+{green:2:0:2:73.0}+{red:6:6:0:46.0}+{green:5:0:5:47.0}|[{"lights":[{"color":"red","totalEdits":0,"testEdits":0,"codeEdits":0,"time":7.0},{"color":"red","totalEdits":10,"testEdits":5,"codeEdits":5,"time":419.0},{"color":"green","totalEdits":2,"testEdits":0,"codeEdits":2,"time":15.0}],"totalCycleEdits":12,"totalCycleTestEdits":5,"totalCycleCodeEdits":7,"cycleTestChanges":5,"cycleCodeChanges":5,"totalCycleTime":441.0},{"lights":[{"color":"red","totalEdits":1,"testEdits":1,"codeEdits":0,"time":17.0},{"color":"green","totalEdits":2,"testEdits":0,"codeEdits":2,"time":76.0}],"totalCycleEdits":3,"totalCycleTestEdits":1,"totalCycleCodeEdits":2,"cycleTestChanges":1,"cycleCodeChanges":2,"totalCycleTime":93.0},{"lights":[{"color":"red","totalEdits":8,"testEdits":8,"codeEdits":0,"time":94.0},{"color":"green","totalEdits":3,"testEdits":0,"codeEdits":3,"time":106.0}],"totalCycleEdits":11,"totalCycleTestEdits":8,"totalCycleCodeEdits":3,"cycleTestChanges":8,"cycleCodeChanges":3,"totalCycleTime":200.0},{"lights":[{"color":"red","totalEdits":8,"testEdits":8,"codeEdits":0,"time":61.0},{"color":"green","totalEdits":2,"testEdits":0,"codeEdits":2,"time":73.0}],"totalCycleEdits":10,"totalCycleTestEdits":8,"totalCycleCodeEdits":2,"cycleTestChanges":8,"cycleCodeChanges":2,"totalCycleTime":134.0},{"lights":[{"color":"red","totalEdits":6,"testEdits":6,"codeEdits":0,"time":46.0},{"color":"green","totalEdits":5,"testEdits":0,"codeEdits":5,"time":47.0}],"totalCycleEdits":11,"totalCycleTestEdits":6,"totalCycleCodeEdits":5,"cycleTestChanges":6,"cycleCodeChanges":5,"totalCycleTime":93.0}]
FDAE66132A|C++-GoogleTest|Fizz_Buzz|1|snake|/home/hugh/cyberdojo/katas/FD/AE66132A/snake/|2014-07-28 17:27:12 -0700|2414.0|32|1|0|31|0|28|0|0|211|1|0|NA|NA|NA|NA|0|0|~{red:0:0:0:7.0}~{amber:5:3:2:68.0}~{amber:3:0:3:36.0}~{amber:8:4:4:101.0}~{amber:2:0:2:11.0}~{amber:21:0:21:293.0}~{amber:2:0:2:50.0}~{amber:15:6:9:161.0}~{amber:19:12:7:153.0}~{amber:8:0:8:26.0}~{amber:8:0:8:99.0}~{amber:2:0:2:60.0}~{amber:6:0:6:18.0}~{amber:6:0:6:19.0}~{amber:6:0:6:184.0}~{amber:14:12:2:68.0}~{amber:2:0:2:26.0}~{amber:2:0:2:40.0}~{amber:1:0:1:27.0}~{amber:2:0:2:20.0}~{amber:2:0:2:61.0}~{amber:6:0:6:32.0}~{amber:6:0:6:22.0}~{amber:6:0:6:73.0}~{amber:8:0:8:129.0}~{amber:10:0:10:128.0}~{amber:6:0:6:0}~{amber:6:0:6:138.0}~{amber:7:0:7:83.0}~{amber:12:0:12:65.0}~{amber:8:0:8:152.0}~{amber:2:0:2:64.0}|[]
FC91C4B1B9|C-assert|Harry_Potter|1|buffalo|/home/hugh/cyberdojo/katas/FC/91C4B1B9/buffalo/|2013-11-02 08:02:12 -0700|264.0|5|1|0|4|0|33|0|0|85|1|0|NA|NA|NA|NA|0|0|~{red:0:0:0:32.0}~{amber:28:0:28:0}~{amber:7:0:7:64.0}~{amber:4:0:4:75.0}~{amber:46:36:10:93.0}|[]
FDCD2A9D06|Javascript-assert|Count_Coins|1|deer|/home/hugh/cyberdojo/katas/FD/CD2A9D06/deer/|2012-11-07 18:52:02 -0800|1838.0|19|6|11|2|1|23|0|0|66|1|0|NA|NA|NA|NA|4|0|+{red:0:0:0:14.0}+{green:2:0:2:8.0}~{amber:2:2:0:22.0}~{green:3:0:3:13.0}~{green:6:4:2:42.0}~{green:1:1:0:13.0}+{red:1:1:0:34.0}+{amber:5:0:5:48.0}+{green:4:0:4:33.0}+{red:1:1:0:25.0}+{green:2:0:2:12.0}~{green:6:2:4:1106.0}~{green:11:11:0:55.0}+{red:9:9:0:55.0}+{green:3:0:3:55.0}~{green:5:5:0:14.0}~{green:2:0:2:95.0}~{red:2:0:2:128.0}~{red:1:1:0:66.0}|[{"lights":[{"color":"red","totalEdits":0,"testEdits":0,"codeEdits":0,"time":14.0},{"color":"green","totalEdits":2,"testEdits":0,"codeEdits":2,"time":8.0}],"totalCycleEdits":2,"totalCycleTestEdits":0,"totalCycleCodeEdits":2,"cycleTestChanges":0,"cycleCodeChanges":2,"totalCycleTime":22.0},{"lights":[{"color":"red","totalEdits":1,"testEdits":1,"codeEdits":0,"time":34.0},{"color":"amber","totalEdits":5,"testEdits":0,"codeEdits":5,"time":48.0},{"color":"green","totalEdits":4,"testEdits":0,"codeEdits":4,"time":33.0}],"totalCycleEdits":10,"totalCycleTestEdits":1,"totalCycleCodeEdits":9,"cycleTestChanges":1,"cycleCodeChanges":5,"totalCycleTime":115.0},{"lights":[{"color":"red","totalEdits":1,"testEdits":1,"codeEdits":0,"time":25.0},{"color":"green","totalEdits":2,"testEdits":0,"codeEdits":2,"time":12.0}],"totalCycleEdits":3,"totalCycleTestEdits":1,"totalCycleCodeEdits":2,"cycleTestChanges":1,"cycleCodeChanges":2,"totalCycleTime":37.0},{"lights":[{"color":"red","totalEdits":9,"testEdits":9,"codeEdits":0,"time":55.0},{"color":"green","totalEdits":3,"testEdits":0,"codeEdits":3,"time":55.0}],"totalCycleEdits":12,"totalCycleTestEdits":9,"totalCycleCodeEdits":3,"cycleTestChanges":9,"cycleCodeChanges":3,"totalCycleTime":110.0}]
FEFD90B1F6|C#-NUnit|Fizz_Buzz|3|raccoon|/home/hugh/cyberdojo/katas/FE/FD90B1F6/raccoon/|2013-09-20 07:56:17 -0700|7775.0|38|7|12|19|2|48|0|0|150|4|0|NA|NA|NA|NA|2|0|+{amber:0:0:0:56.0}+{red:0:0:0:669.0}+{red:1:1:0:0}+{green:2:0:2:462.0}~{green:4:2:2:128.0}~{green:2:2:0:135.0}~{green:4:2:2:33.0}~{amber:1:1:0:489.0}~{amber:12:7:5:769.0}~{amber:4:2:2:98.0}~{amber:0:0:0:133.0}~{amber:2:2:0:220.0}~{amber:2:2:0:13.0}~{amber:2:2:0:29.0}~{amber:4:4:0:68.0}~{amber:2:2:0:16.0}~{amber:0:0:0:3.0}~{amber:4:2:2:175.0}~{amber:4:0:4:18.0}~{amber:2:0:2:12.0}~{amber:2:0:2:192.0}~{green:2:2:0:17.0}~{green:1:1:0:249.0}~{amber:1:0:1:48.0}~{amber:21:6:15:1072.0}~{amber:7:7:0:415.0}~{green:20:2:18:140.0}~{amber:10:8:2:166.0}~{green:2:2:0:30.0}+{red:6:6:0:71.0}+{green:3:0:3:69.0}~{green:2:0:2:90.0}~{green:0:0:0:0}~{red:2:2:0:803.0}~{green:2:2:0:12.0}~{red:12:8:4:792.0}~{red:2:0:2:83.0}~{red:3:0:3:0}|[{"lights":[{"color":"amber","totalEdits":0,"testEdits":0,"codeEdits":0,"time":56.0},{"color":"red","totalEdits":0,"testEdits":0,"codeEdits":0,"time":669.0},{"color":"red","totalEdits":1,"testEdits":1,"codeEdits":0,"time":0},{"color":"green","totalEdits":2,"testEdits":0,"codeEdits":2,"time":462.0}],"totalCycleEdits":3,"totalCycleTestEdits":1,"totalCycleCodeEdits":2,"cycleTestChanges":1,"cycleCodeChanges":2,"totalCycleTime":1187.0},{"lights":[{"color":"red","totalEdits":6,"testEdits":6,"codeEdits":0,"time":71.0},{"color":"green","totalEdits":3,"testEdits":0,"codeEdits":3,"time":69.0}],"totalCycleEdits":9,"totalCycleTestEdits":6,"totalCycleCodeEdits":3,"cycleTestChanges":6,"cycleCodeChanges":3,"totalCycleTime":140.0}]
FDEDE09F84|Python-unittest|Tennis|1|lion|/home/hugh/cyberdojo/katas/FD/EDE09F84/lion/|2014-06-12 18:41:23 -0700|967.0|12|3|5|4|2|18|0|0|59|4|0|NA|5|NA|1.0|2|1|+{red:0:0:0:11.0}+{green:16:12:4:449.0}~{amber:10:6:4:0}~{amber:2:2:0:12.0}~{green:2:2:0:112.0}~{green:5:5:0:56.0}~{green:3:3:0:33.0}+{red:5:5:0:64.0}+{amber:4:0:4:96.0}+{amber:2:0:2:37.0}+{red:2:0:2:29.0}+{green:8:8:0:68.0}|[{"lights":[{"color":"red","totalEdits":0,"testEdits":0,"codeEdits":0,"time":11.0},{"color":"green","totalEdits":16,"testEdits":12,"codeEdits":4,"time":449.0}],"totalCycleEdits":16,"totalCycleTestEdits":12,"totalCycleCodeEdits":4,"cycleTestChanges":12,"cycleCodeChanges":4,"totalCycleTime":460.0},{"lights":[{"color":"red","totalEdits":5,"testEdits":5,"codeEdits":0,"time":64.0},{"color":"amber","totalEdits":4,"testEdits":0,"codeEdits":4,"time":96.0},{"color":"amber","totalEdits":2,"testEdits":0,"codeEdits":2,"time":37.0},{"color":"red","totalEdits":2,"testEdits":0,"codeEdits":2,"time":29.0},{"color":"green","totalEdits":8,"testEdits":8,"codeEdits":0,"time":68.0}],"totalCycleEdits":21,"totalCycleTestEdits":13,"totalCycleCodeEdits":8,"cycleTestChanges":9,"cycleCodeChanges":4,"totalCycleTime":294.0}]
FC220DF3F9|C#-NUnit|100_doors|2|raccoon|/home/hugh/cyberdojo/katas/FC/220DF3F9/raccoon/|2013-05-07 15:02:16 -0700|338.0|2|1|1|0|1|19|0|0|2|1|0|NA|NA|NA|NA|1|1|+{red:0:0:0:303.0}+{green:2:0:2:35.0}|[{"lights":[{"color":"red","totalEdits":0,"testEdits":0,"codeEdits":0,"time":303.0},{"color":"green","totalEdits":2,"testEdits":0,"codeEdits":2,"time":35.0}],"totalCycleEdits":2,"totalCycleTestEdits":0,"totalCycleCodeEdits":2,"cycleTestChanges":0,"cycleCodeChanges":2,"totalCycleTime":338.0}]
FCBF8957EB|Erlang-eunit|Number_Names|1|deer|/home/hugh/cyberdojo/katas/FC/BF8957EB/deer/|2014-02-13 10:08:25 -0800|16.0|2|2|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|0|0|~{red:0:0:0:9.0}~{red:0:0:0:7.0}|[]
